TWEET_ID,EVENT_TYPE,EVENT,TWEET,EVENT_INI,EVENT_END,QUESTION,bld,bgd,d,ald,agd,count,split
t1804_33_34,VBG,['darkening'],"""is it bad that it irks me when I hear people say "" ugh , I'm soo tiiired ? "" I just think "" take a nap or suck it up . You're darkening my mood . """"",33,34,is the author of this tweet involved in the event darkening  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1804_9_10,VBP,['hear'],"""is it bad that it irks me when I hear people say "" ugh , I'm soo tiiired ? "" I just think "" take a nap or suck it up . You're darkening my mood . """"",9,10,is the author of this tweet involved in the event hear  ?,probYES,certYES,probYES,probNO,probYES,1,train
t1808_1_2,VBG,['making'],"""Is making me purchase windows , antivirus and office when i buy a laptop not third line forcing ?""",1,2,is the author of this tweet involved in the event making  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1808_17_18,VBG,['forcing'],"""Is making me purchase windows , antivirus and office when i buy a laptop not third line forcing ?""",17,18,is the author of this tweet involved in the event forcing  ?,certNO,certNO,certNO,certNO,certNO,0,train
t181_6_7,VBP,['cross'],"""and I wonder if I ever cross your mind ... For me it happens all the time""",6,7,is the author of this tweet involved in the event cross  ?,UNK,UNK,UNK,UNK,UNK,0,train
t1820_2_3,VBG,['listening'],"""I stopped listening to this lecture like 20mins ago ... #sad""",2,3,is the author of this tweet involved in the event listening  ?,certYES,certNO,certNO,certNO,certNO,1,train
t1821_6_7,VBP,['feel'],"""I straightened my hair today i feel all purdy and junk :)""",6,7,is the author of this tweet involved in the event feel  ?,certYES,certNO,certYES,certYES,probYES,1,train
t1824_1_2,VBP,['support'],"""I support @fairtradeusa to help #fairtrade workers and farmers fight poverty in their communities . Learn more : http://t.co/SQ7yPez""",1,2,is the author of this tweet involved in the event support  ?,certYES,certYES,certYES,certYES,certYES,1,train
t1824_9_10,VBP,['fight'],"""I support @fairtradeusa to help #fairtrade workers and farmers fight poverty in their communities . Learn more : http://t.co/SQ7yPez""",9,10,is the author of this tweet involved in the event fight  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1826_1_2,VBP,['swear'],"""i swear i havent checked my facebook messages in like 2/3 weeks lol ... its all spam !""",1,2,is the author of this tweet involved in the event swear  ?,certNO,certNO,certYES,certNO,certNO,1,train
t1827_5_6,VBG,['making'],"""I swear lately ive been making the wrong choices""",5,6,is the author of this tweet involved in the event making  ?,certYES,probYES,certNO,certNO,certNO,1,train
t1828_1_2,VBP,['swear'],"""I swear that i`ll hold on to that promise i made on the 17 of March 2010 .""",1,2,is the author of this tweet involved in the event swear  ?,certNO,certNO,certYES,certNO,certNO,1,train
t1829_1_2,VBP,['swear'],"""i swear when you miss 1 day of school , feels like you missed a whole year ! dont even have homwork today , suprising ?""",1,2,is the author of this tweet involved in the event swear  ?,certNO,certNO,certYES,certNO,certNO,1,train
t1829_4_5,VBP,['miss'],"""i swear when you miss 1 day of school , feels like you missed a whole year ! dont even have homwork today , suprising ?""",4,5,is the author of this tweet involved in the event miss  ?,certYES,certYES,certNO,certNO,probYES,1,train
t1831_16_17,VBP,['play'],"""I taught my brother what herpes is cause one of my names for a game I play is mouthherpes . xDD""",16,17,is the author of this tweet involved in the event play  ?,probYES,certYES,certNO,probNO,probYES,1,train
t184_20_21,VBG,['talking'],"""@andreas_jr LOL , actually you're the only one who tweets regularly ! keep up the good work . I was talking about some "" other "" people ! :D""",20,21,is the author of this tweet involved in the event talking  ?,certYES,probYES,certNO,certNO,certNO,1,train
t1840_5_6,VBP,['judge'],"""i think its wrong people judge others by there religion ... it gets on my nerves ..""",5,6,is the author of this tweet involved in the event judge  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1841_17_18,VBP,['give'],"""I think jawn was tryna be smart talk'n bout da baul little do she know I dnt give two shits about none of these Cheyney boy's .""",17,18,is the author of this tweet involved in the event give  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1841_4_5,VBG,['tryna'],"""I think jawn was tryna be smart talk'n bout da baul little do she know I dnt give two shits about none of these Cheyney boy's .""",4,5,is the author of this tweet involved in the event tryna  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1843_8_9,VBN,['canceled'],"""I think that today the party has been canceled makes too much air in the street loll . miss u twitfriends . xx""",8,9,is the author of this tweet involved in the event canceled  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1845_17_18,VBP,['fall'],"""i thought of u 2day & relized i still loved u & i said Even if i fall in love again with someone new it cud never be the way i loved you :(""",17,18,is the author of this tweet involved in the event fall  ?,certNO,certNO,certNO,probYES,probYES,1,train
t1848_11_12,VBG,['Ending'],"""It is Friday afternoon adn I could n't be happier . Ending a crappy week on a good note is always nice .""",11,12,is the author of this tweet involved in the event Ending  ?,certYES,certNO,certYES,certYES,certNO,0,train
t1849_17_18,VBG,['sharing'],"""It is the 80 ' weekend ! I started today with some wonderful videos ; I'll be sharing with all of you more wonderful ... http://fb.me/G3Nzs97h""",17,18,is the author of this tweet involved in the event sharing  ?,certNO,certNO,certNO,probYES,probYES,1,train
t1850_14_15,VBG,['planning'],"""It kinda feels like a junk food kinda day . Good thing I am planning some time with my friend , Jillian Michaels , tonight""",14,15,is the author of this tweet involved in the event planning  ?,certNO,certNO,certYES,certNO,certNO,1,train
t1851_13_14,VBN,['disguised'],"""It makes me #aggy when I c #OneoFMYfollowErs retweet her crock of shyt disguised as a tweet lol""",13,14,is the author of this tweet involved in the event disguised  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1851_8_9,VBP,['retweet'],"""It makes me #aggy when I c #OneoFMYfollowErs retweet her crock of shyt disguised as a tweet lol""",8,9,is the author of this tweet involved in the event retweet  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1852_13_14,VBP,['cross'],"""It might just be me but when males text "" K "" or cross there legs while sitting ai n't cool wit me .""",13,14,is the author of this tweet involved in the event cross  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1852_8_9,VBP,['text'],"""It might just be me but when males text "" K "" or cross there legs while sitting ai n't cool wit me .""",8,9,is the author of this tweet involved in the event text  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1853_4_5,VBG,['wrestling'],"""It needs to be wrestling season so I can concentrate on something other than this .""",4,5,is the author of this tweet involved in the event wrestling  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1861_5_6,VBN,['saved'],"""Its amazing how something bad saved me today . #grindmode""",5,6,is the author of this tweet involved in the event saved  ?,certYES,certNO,certNO,certNO,certNO,1,train
t1862_11_12,VBN,['stuffed'],"""its barely a new year and i feel like ive already stuffed things up ! :(""",11,12,is the author of this tweet involved in the event stuffed  ?,certYES,probYES,certNO,certNO,certNO,1,train
t1875_7_8,VBP,['hate'],"""It's good to be responsible but I hate that I'm TOOO responsible . I'm on math tutorings and I don't even have a matt test tomorrow""",7,8,is the author of this tweet involved in the event hate  ?,certYES,certYES,certYES,certYES,certYES,1,train
t1884_24_25,VBN,['planned'],"""It's physically impossible . RT @RoscoSpears : I just attempted to hold my eyelids open whole sneezing . It didn't quite work out as planned .""",24,25,is the author of this tweet involved in the event planned  ?,certYES,certNO,certNO,certNO,certNO,1,train
t1884_9_10,VBN,['attempted'],"""It's physically impossible . RT @RoscoSpears : I just attempted to hold my eyelids open whole sneezing . It didn't quite work out as planned .""",9,10,is the author of this tweet involved in the event attempted  ?,certYES,certNO,certNO,certNO,certNO,1,train
t1886_1_2,VBG,['raining'],"""It's raining . I dont have an umbrella . I'm not going to class .""",1,2,is the author of this tweet involved in the event raining  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1892_14_15,VBG,['tryna'],"""Its stupid I hate getn a attitude from ppl when I ' m jus tryna be nice n shit . WTF now I ' m mad so dnt talk to me right now""",14,15,is the author of this tweet involved in the event tryna  ?,probYES,probYES,certNO,certNO,certNO,1,train
t1892_3_4,VBP,['hate'],"""Its stupid I hate getn a attitude from ppl when I ' m jus tryna be nice n shit . WTF now I ' m mad so dnt talk to me right now""",3,4,is the author of this tweet involved in the event hate  ?,certYES,certYES,certYES,certYES,certYES,1,train
t1894_13_14,VBP,['turn'],""".. it ' s that time of year when dreams of glassy waves turn to fluffy powder .. neither of which I will get to enjoy because I have a real job .""",13,14,is the author of this tweet involved in the event turn  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1919_9_10,VBP,['give'],"""I ' ve got a theory that if you give 100% all of the time , somehow things will work out in the end . -Larry Bird""",9,10,is the author of this tweet involved in the event give  ?,probYES,probYES,certNO,probYES,probYES,1,train
t1923_4_5,VBN,['watched'],"""I ' ve just watched first four episodes of K-On for the first time ! : 3""",4,5,is the author of this tweet involved in the event watched  ?,certYES,certNO,certNO,certNO,certNO,1,train
t1925_4_5,VBN,['found'],"""I ' ve never found a happy way to preserve it but it ' s usually affordable most of the year . We eat a lot 2 , grilled saute bake or fried""",4,5,is the author of this tweet involved in the event found  ?,certYES,certYES,certNO,probNO,probYES,1,train
t1926_17_18,VBG,['watering'],"""I've never laughed so much in my entire life as i have tonight . my eyes are watering , it hurts to move and i actually fell off my chair once""",17,18,is the author of this tweet involved in the event watering  ?,certYES,certNO,certYES,certYES,certNO,0,train
t1928_1_2,VBP,['wana'],"""I wana be like LL Cool J in deliver us from Eva .. nigga changed jobs every year tho""",1,2,is the author of this tweet involved in the event wana  ?,INV,INV,INV,INV,INV,0,train
t1928_14_15,VBN,['changed'],"""I wana be like LL Cool J in deliver us from Eva .. nigga changed jobs every year tho""",14,15,is the author of this tweet involved in the event changed  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1932_1_2,VBP,['wanna'],"""I wanna go to the mall SO bad . Not enough hours in a day""",1,2,is the author of this tweet involved in the event wanna  ?,INV,INV,INV,INV,INV,0,train
t1940_12_13,VBN,['arrived'],"""I want it NOW ! ;) RT : @corsairartisan Pumpkin Moonshine has arrived in Nashville -- Give it a week to get it in stores . KY ships next week !""",12,13,is the author of this tweet involved in the event arrived  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1944_14_15,VBN,['taLked'],"""i was surprised when she sent me a request on facebook ... we hadnt taLked in a few years :(""",14,15,is the author of this tweet involved in the event taLked  ?,certNO,certYES,certNO,probYES,probYES,1,train
t1944_2_3,VBN,['surprised'],"""i was surprised when she sent me a request on facebook ... we hadnt taLked in a few years :(""",2,3,is the author of this tweet involved in the event surprised  ?,certYES,probNO,certNO,certNO,certNO,1,train
t1949_1_2,VBP,['wish'],"""i wish i can read minds , but it's sometimes not good to hear bad opinions about you in one person's mind , it might cause war !""",1,2,is the author of this tweet involved in the event wish  ?,certYES,certYES,certYES,certYES,certYES,1,train
t195_6_7,VBN,['disappeared'],"""An entire stack of papers has disappeared . I think that is a sign to wrap up for the week .""",6,7,is the author of this tweet involved in the event disappeared  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1950_1_2,VBP,['wish'],"""I wish I can rewind time n go way back to when I was playing with my doll house n tea set with my imaginary friends it was much better then .""",1,2,is the author of this tweet involved in the event wish  ?,certYES,certYES,certYES,certYES,certYES,1,train
t1950_14_15,VBG,['playing'],"""I wish I can rewind time n go way back to when I was playing with my doll house n tea set with my imaginary friends it was much better then .""",14,15,is the author of this tweet involved in the event playing  ?,certNO,certYES,certNO,certNO,certNO,1,train
t1950_21_22,VBN,['set'],"""I wish I can rewind time n go way back to when I was playing with my doll house n tea set with my imaginary friends it was much better then .""",21,22,is the author of this tweet involved in the event set  ?,INV,INV,INV,INV,INV,0,train
t1951_34_35,VBG,['killing'],"""I wish that you are here with me , but we ' re stuck where we are . It ' s so hard , you ' re so far .. This long distance is killing me .""",34,35,is the author of this tweet involved in the event killing  ?,certYES,certYES,certYES,certYES,certYES,1,train
t1956_4_5,VBP,['realize'],"""I wonder if you realize we were talking about YOU .""",4,5,is the author of this tweet involved in the event realize  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1956_7_8,VBG,['talking'],"""I wonder if you realize we were talking about YOU .""",7,8,is the author of this tweet involved in the event talking  ?,certYES,probNO,certNO,certNO,certNO,1,train
t1958_10_11,VBG,['telling'],"""I would like to thank wanda v from meijer for telling me about geocaching""",10,11,is the author of this tweet involved in the event telling  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1959_13_14,VBN,['inconvenienced'],"""I wouldn't say I'm annoyed . . . but I do feel rather inconvenienced and weird-ed out by the idea .""",13,14,is the author of this tweet involved in the event inconvenienced  ?,certYES,probYES,certNO,certNO,certNO,1,train
t1960_9_10,VBG,['behaving'],"""I wud like to know why my lightbulb is behaving in such a manner . The thing wn't turn on . Forces me to leave ma room to read . Chah !""",9,10,is the author of this tweet involved in the event behaving  ?,certNO,certNO,certNO,certNO,certNO,0,train
t1968_28_29,VBG,['thinking'],"""@jackpittgregor Tomorrow is a rerun . It's before their time . I don't know about Nate or Ford . I forgot what year it's from . I am thinking ...""",28,29,is the author of this tweet involved in the event thinking  ?,probYES,probNO,certYES,certYES,certNO,1,train
t1969_4_5,VBP,['laugh'],"""@Jacksonter Haha , i laugh every time at the memory of your facial expression transforming : L""",4,5,is the author of this tweet involved in the event laugh  ?,probYES,certYES,probYES,probYES,probYES,1,train
t1986_21_22,VBP,['dm'],"""@JazzLuvsJedward Yeah tomorrow ' s grand ( : = yeah just email me cause I never go on msn ! I'll dm you < 3""",21,22,is the author of this tweet involved in the event dm  ?,certNO,certNO,certNO,probYES,probYES,1,train
t2000_23_24,VBN,['sent'],"""@jeffpulver @wildman94 @MusicIsGood4U thanks for hitting me and @shoewolf up . Let me know when that DM with all the info has been sent .""",23,24,is the author of this tweet involved in the event sent  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2000_5_6,VBG,['hitting'],"""@jeffpulver @wildman94 @MusicIsGood4U thanks for hitting me and @shoewolf up . Let me know when that DM with all the info has been sent .""",5,6,is the author of this tweet involved in the event hitting  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2016_3_4,VBN,['overrated'],"""Jersey Shore is overrated . studying and history homework then a fat night of sleep ! lord give me a snow day :)""",3,4,is the author of this tweet involved in the event overrated  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2016_5_6,VBG,['studying'],"""Jersey Shore is overrated . studying and history homework then a fat night of sleep ! lord give me a snow day :)""",5,6,is the author of this tweet involved in the event studying  ?,certYES,certYES,certYES,certYES,probYES,1,train
t2018_26_27,VBP,['hope'],"""@jessesco gosh ... lots that i dont tweet about . tough few days . but things happen for a reason and life goes on :) I hope youve been well .""",26,27,is the author of this tweet involved in the event hope  ?,certYES,probNO,certYES,certYES,probYES,1,train
t2018_6_7,VBP,['dont'],"""@jessesco gosh ... lots that i dont tweet about . tough few days . but things happen for a reason and life goes on :) I hope youve been well .""",6,7,is the author of this tweet involved in the event dont  ?,INV,INV,INV,INV,INV,0,train
t2024_15_16,VBP,['love'],"""@jess_robbo Haha I'm watching it too now and not for the first time , I love that programme :D""",15,16,is the author of this tweet involved in the event love  ?,certYES,certYES,certYES,certYES,certYES,1,train
t2024_3_4,VBG,['watching'],"""@jess_robbo Haha I'm watching it too now and not for the first time , I love that programme :D""",3,4,is the author of this tweet involved in the event watching  ?,certYES,certYES,certYES,certYES,probYES,1,train
t2041_16_17,VBN,['sacrificed'],"""@jimmiebjr Nope . I think you believe she ' s a time bomb and should be sacrificed if necessary .""",16,17,is the author of this tweet involved in the event sacrificed  ?,certNO,certNO,certNO,probYES,probYES,1,train
t2041_6_7,VBP,['believe'],"""@jimmiebjr Nope . I think you believe she ' s a time bomb and should be sacrificed if necessary .""",6,7,is the author of this tweet involved in the event believe  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2043_14_15,VBP,['heart'],"""@jimmyfallon is following me ! OMG ! My life is now complete ! I heart you JF and have for years ! Thank you for making me laugh everyday !""",14,15,is the author of this tweet involved in the event heart  ?,certYES,certYES,certYES,certYES,certYES,1,train
t2043_2_3,VBG,['following'],"""@jimmyfallon is following me ! OMG ! My life is now complete ! I heart you JF and have for years ! Thank you for making me laugh everyday !""",2,3,is the author of this tweet involved in the event following  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2043_27_28,VBP,['laugh'],"""@jimmyfallon is following me ! OMG ! My life is now complete ! I heart you JF and have for years ! Thank you for making me laugh everyday !""",27,28,is the author of this tweet involved in the event laugh  ?,certYES,certYES,certYES,probYES,probYES,1,train
t2054_11_12,VBG,['jumping'],"""� @joemo11 : @SlapASmut so what costume is your sexy ass jumping into this weekend ? i want to see pics =) � <--- princess jasmine ! FB duh .""",11,12,is the author of this tweet involved in the event jumping  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2058_4_5,VBP,['work'],"""@JoeyImageDotCom black friday i work 2-11 not too bad lol""",4,5,is the author of this tweet involved in the event work  ?,certNO,certNO,certNO,probNO,probYES,1,train
t2059_2_3,VBP,['heart'],"""@joeymcintyre I heart you . Even if I haven't seen u in months ... SEND A PIC !""",2,3,is the author of this tweet involved in the event heart  ?,certYES,certYES,certYES,certYES,certYES,1,train
t2060_21_22,VBN,['excited'],"""John Acuff joined @daveramseys team ! sweet ! I hope Dave gives him his own show one day , but i'm excited for JA and wish him all the best""",21,22,is the author of this tweet involved in the event excited  ?,certYES,probYES,certYES,certYES,probYES,1,train
t2061_10_11,VBP,['suspect'],"""@johngirvin you've been working on that all night ! I suspect you may even have opened a git manual .""",10,11,is the author of this tweet involved in the event suspect  ?,certYES,probYES,certYES,certYES,probYES,1,train
t2061_15_16,VBN,['opened'],"""@johngirvin you've been working on that all night ! I suspect you may even have opened a git manual .""",15,16,is the author of this tweet involved in the event opened  ?,probYES,certNO,certNO,certNO,certNO,1,train
t2061_3_4,VBG,['working'],"""@johngirvin you've been working on that all night ! I suspect you may even have opened a git manual .""",3,4,is the author of this tweet involved in the event working  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2070_10_11,VBG,['walking'],"""@JoJoLyrics I hear enough talking , just turn round keep walking haha in that part""",10,11,is the author of this tweet involved in the event walking  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2070_2_3,VBP,['hear'],"""@JoJoLyrics I hear enough talking , just turn round keep walking haha in that part""",2,3,is the author of this tweet involved in the event hear  ?,certYES,probNO,certYES,probNO,certNO,1,train
t2070_4_5,VBG,['talking'],"""@JoJoLyrics I hear enough talking , just turn round keep walking haha in that part""",4,5,is the author of this tweet involved in the event talking  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2080_9_10,VBG,['coming'],"""@JoshenReborn let me know if or when you are coming . #FullHouse""",9,10,is the author of this tweet involved in the event coming  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2084_10_11,VBP,['Wish'],"""@josiery Hope that I can make it on time . Wish that I'll be an ' S.S ' in the end of the year :)""",10,11,is the author of this tweet involved in the event Wish  ?,certYES,certYES,certYES,certYES,certYES,1,train
t2088_17_18,VBN,['forgotten'],"""@JoxVox Just stressing about the fitted ones though - opro were in school today and I had forgotten to register him for fitting ... whoops""",17,18,is the author of this tweet involved in the event forgotten  ?,certYES,certNO,certNO,certNO,certNO,1,train
t2088_2_3,VBG,['stressing'],"""@JoxVox Just stressing about the fitted ones though - opro were in school today and I had forgotten to register him for fitting ... whoops""",2,3,is the author of this tweet involved in the event stressing  ?,probYES,certNO,certYES,probYES,certNO,1,train
t2093_2_3,VBP,['bet'],"""@Jsukhan I bet you could throw a football over them mountains . Or at least a steak into the face of a teammate .""",2,3,is the author of this tweet involved in the event bet  ?,certYES,certNO,certYES,probYES,probNO,1,train
t2098_13_14,VBG,['seeking'],"""@JujuMama : I'm not insulted , at all , trust me . I'm seeking to understand you & your video . :)""",13,14,is the author of this tweet involved in the event seeking  ?,certYES,probNO,certYES,certYES,probNO,1,train
t2098_4_5,VBN,['insulted'],"""@JujuMama : I'm not insulted , at all , trust me . I'm seeking to understand you & your video . :)""",4,5,is the author of this tweet involved in the event insulted  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2111_12_13,VBP,['offer'],"""Just as i have pointed out to our readers- The Canadian Markets offer so much opportunity . Gabriel Resources shares shoot up after Romania mo""",12,13,is the author of this tweet involved in the event offer  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2114_6_7,VBN,['deleted'],"""@JustCallMeRJ yo ass bout to get deleted if u dont follow me back hoe""",6,7,is the author of this tweet involved in the event deleted  ?,certNO,certNO,certNO,probYES,probYES,1,train
t2122_15_16,VBP,['feel'],"""Just got all caught up on my flagged emails from the week . Now I feel good about leaving the office for the weekend . TGIF !""",15,16,is the author of this tweet involved in the event feel  ?,certYES,certNO,certYES,probYES,certNO,1,train
t2122_18_19,VBG,['leaving'],"""Just got all caught up on my flagged emails from the week . Now I feel good about leaving the office for the weekend . TGIF !""",18,19,is the author of this tweet involved in the event leaving  ?,certYES,certNO,certYES,probYES,certNO,1,train
t2126_7_8,VBN,['pumped'],"""@justinbieber concert tonight ! < 3 so pumped !! :D going to leave the concert being his favorite girl ! And I will be one less lonely girl ! < 3""",7,8,is the author of this tweet involved in the event pumped  ?,certYES,certNO,certYES,certYES,certNO,1,train
t2127_5_6,VBP,['Love'],"""@justinbieber good night <3 I Love You :)""",5,6,is the author of this tweet involved in the event Love  ?,certYES,certYES,certYES,certYES,certYES,1,train
t2132_13_14,VBG,['smiling'],"""@justinbieber i just wanna say you make me smile everyday :) thanks for smiling because when u smile i smile ! :)""",13,14,is the author of this tweet involved in the event smiling  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2132_19_20,VBP,['smile'],"""@justinbieber i just wanna say you make me smile everyday :) thanks for smiling because when u smile i smile ! :)""",19,20,is the author of this tweet involved in the event smile  ?,certYES,certYES,certNO,probYES,probYES,1,train
t2134_13_14,VBP,['couldnt'],"""@justinbieber i was going to go to your concert in LA and i couldnt because i couldnt get a ride :(( i wish went .""",13,14,is the author of this tweet involved in the event couldnt  ?,INV,INV,INV,INV,INV,0,train
t2134_22_23,VBP,['wish'],"""@justinbieber i was going to go to your concert in LA and i couldnt because i couldnt get a ride :(( i wish went .""",22,23,is the author of this tweet involved in the event wish  ?,certYES,certNO,certYES,probYES,probNO,1,train
t2135_7_8,VBP,['follow'],"""@justinbieber omb ily hope one day u follow me ' ll cry ! jk but thats not all ' ll support u to the end no matter what ily < 3""",7,8,is the author of this tweet involved in the event follow  ?,certNO,certNO,certNO,probNO,probYES,1,train
t2142_1_2,VBN,['puffed'],"""Just puffed on sour d unintentionally ... I'm so high Idk when I will come back to earth""",1,2,is the author of this tweet involved in the event puffed  ?,certYES,certNO,certNO,certNO,certNO,1,train
t215_16_17,VBN,['congratulated'],"""ANW : Update : TMZ Reporting Lindsay Lohan Just Failed Her Drug Test : We just congratulated Lindsay an hour ago on h ... http://bit.ly/a2lhpa""",16,17,is the author of this tweet involved in the event congratulated  ?,certYES,certNO,certNO,certNO,certNO,1,train
t2152_1_2,VBN,['whooped'],"""just whooped st . francis preps asssss . and i scored a goal :) and its friday . and i have no homeworkkk . SICK LIFEEEE""",1,2,is the author of this tweet involved in the event whooped  ?,certYES,certNO,certNO,certNO,certNO,1,train
t2162_18_19,VBG,['touching'],"""@kajelly_milk ( : but hey .. its all good . i like him haha & omg jason kept touching me today D ; i was like man stop touching O :""",18,19,is the author of this tweet involved in the event touching  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2164_12_13,VBG,['REALIZING'],"""@Kalyro LOL PROBABLY . I JUST SPENT A FEW MINUTES SHELTER-STALKING BEFORE REALIZING THAT I HAVE 3 LEGENDARY/NOVELTIES ALREADY .""",12,13,is the author of this tweet involved in the event REALIZING  ?,certYES,probNO,certNO,certNO,certNO,1,train
t2168_8_9,VBN,['supposed'],"""@karensuluay Hyna the Brad paisley concert we were supposed to go to is tonight * tear *""",8,9,is the author of this tweet involved in the event supposed  ?,probYES,certNO,certYES,certNO,certNO,1,train
t2174_11_12,VBP,['talk'],"""@KaulitzClub Hahaha ! We dance , eat , drink , and talk EVERYTIME we get together . And it ' s been this way for like years now !""",11,12,is the author of this tweet involved in the event talk  ?,certYES,certYES,probNO,probYES,certYES,1,train
t2175_10_11,VBG,['gonna'],"""@kaykay2209 HAHA I know ... I said that school was gonna go down the hole after we left""",10,11,is the author of this tweet involved in the event gonna  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2177_14_15,VBP,['Love'],"""� @KayoVito #KayoQ & A LADIES what if u tell a guy "" I Love you "" and he says "" oh ok "" ... ... . then what ? � then he don't love you lol""",14,15,is the author of this tweet involved in the event Love  ?,certYES,certYES,certYES,certYES,certYES,1,train
t2177_34_35,VBP,['love'],"""� @KayoVito #KayoQ & A LADIES what if u tell a guy "" I Love you "" and he says "" oh ok "" ... ... . then what ? � then he don't love you lol""",34,35,is the author of this tweet involved in the event love  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2184_10_11,VBP,"[""didn't""]","""@keeyen12 : How so ? I told u why I didn't come .... [* MOREHOUSE *]""",10,11,is the author of this tweet involved in the event didn't  ?,INV,INV,INV,INV,INV,0,train
t2186_7_8,VBG,['wearing'],"""@Kelso1220 I take it you don't like wearing them either ? ;)""",7,8,is the author of this tweet involved in the event wearing  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2188_2_3,VBP,['remember'],"""@KENDRAGRADIO i remember when you had like a thousand . You got the juice now .""",2,3,is the author of this tweet involved in the event remember  ?,certYES,probNO,certYES,probYES,probNO,1,train
t2195_10_11,VBP,['miss'],"""@Khunnie0624 because I have no time to fan-girl ... I miss you ! :(""",10,11,is the author of this tweet involved in the event miss  ?,certYES,certYES,certYES,certYES,certYES,1,train
t2196_4_5,VBG,['tanning'],"""@Kianerzzz showering sleeping and tanning always make me feel better when I'm sick .""",4,5,is the author of this tweet involved in the event tanning  ?,probYES,certYES,probYES,probYES,probYES,1,train
t2200_13_14,VBN,['giv'],"""@Kieran_Doyle ew suga on tea ! wen i was yungr nd we adta giv stuf up 4 lent i gav up suga on ma tea ... afta da month i didnt lyk it nymor lol""",13,14,is the author of this tweet involved in the event giv  ?,certNO,certYES,certNO,certNO,certNO,1,train
t2207_3_4,VBP,['need'],"""@kirkistan I seriously need 2 read & listen to ur blog more often , u r a wealth of encouragement & knowledge 2 which I have been ignorant""",3,4,is the author of this tweet involved in the event need  ?,INV,INV,INV,INV,INV,0,train
t221_11_12,VBN,['written'],"""Anyone is the valley want "" Around The World Twice "" written by me and Kathie ? Just got a box half are gone won't last long . Inbox me :)""",11,12,is the author of this tweet involved in the event written  ?,certNO,certYES,certNO,certNO,certNO,1,train
t221_23_24,VBN,['gone'],"""Anyone is the valley want "" Around The World Twice "" written by me and Kathie ? Just got a box half are gone won't last long . Inbox me :)""",23,24,is the author of this tweet involved in the event gone  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2215_0_1,VBG,['Knowing'],"""Knowing that I have people who love me and I love them back makes my day""",0,1,is the author of this tweet involved in the event Knowing  ?,certYES,certYES,certYES,certYES,certYES,1,train
t2215_10_11,VBP,['love'],"""Knowing that I have people who love me and I love them back makes my day""",10,11,is the author of this tweet involved in the event love  ?,certYES,certYES,certYES,certYES,certYES,1,train
t2215_6_7,VBP,['love'],"""Knowing that I have people who love me and I love them back makes my day""",6,7,is the author of this tweet involved in the event love  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2220_13_14,VBG,['balling'],"""@Korentine_ Omg Luke you need to watch remember me . I literally was balling . You'd love it .""",13,14,is the author of this tweet involved in the event balling  ?,certYES,probYES,certNO,certNO,certNO,1,train
t2220_16_17,VBP,['love'],"""@Korentine_ Omg Luke you need to watch remember me . I literally was balling . You'd love it .""",16,17,is the author of this tweet involved in the event love  ?,certNO,certNO,certNO,certNO,certNO,0,train
t2222_17_18,VBP,['guess'],"""@KOTCBLADE my bad i said yes sir i text bac on my phone didnt go thru i guess""",17,18,is the author of this tweet involved in the event guess  ?,certNO,certNO,certYES,certNO,certNO,1,train
